Employee_No,Title,Gender,Marital_Status,Date_Joined,Date_Resigned,Status,Employment_Category,Employment_Type,Religion,Designation,Year_of_Birth,Hourly_Time,Late_minutes,Type_Full Day,Type_Half Day,apply_type_Anual,apply_type_Casual,Earnings,Total Fixed,Year_Joined,Resigned_Age,Worked_Duration
2209,Mr,Male,Single,2021-10-11,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1996,10.371882352941176,40.87132352941177,,,,,68650.0,54500.0,2021,,
2210,Ms,Female,Single,2021-10-12,,Active,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1996,8.993116883116883,0.2392857142857143,7.0,12.0,4.0,15.0,34359.99933333333,25000.0,2021,,
2211,Ms,Female,Single,2021-10-12,2021-11-09,Inactive,Staff,Contarct Basis,Buddhist,Trainee Purchasing Officer,1997,9.28904761904762,2.555555555555556,,,,,32600.0,25000.0,2021,24.0,0.0
2214,Mr,Male,Married,2021-10-13,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.611880341880342,0.2301994301994302,,,,,29957.14285714286,0.0,2021,46.0,1.0
2216,Mr,Male,Married,2021-10-13,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1993,10.12,0.0,,,,,4500.0,0.0,2021,28.0,0.0
2217,Mr,Male,Married,2021-10-12,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1961,10.03,0.0,,,,,18000.0,0.0,2021,60.0,0.0
2220,Ms,Female,Single,2021-08-02,,Active,Management,Contarct Basis,Hindu,Construction Manager,1963,6.771857142857143,29.947857142857146,,,,,0.0,0.0,2021,,
2221,Mr,Male,Married,2021-10-14,2022-03-24,Inactive,Labour,Contarct Basis,Buddhist,Mason,1982,9.6644776119403,0.0,,,,,55833.333333333336,0.0,2021,40.0,1.0
2225,Mr,Male,Married,2021-10-14,2022-03-31,Inactive,Management,Contarct Basis,Buddhist,Manager Contract,1987,8.828235294117647,26.985434173669468,8.0,8.0,13.0,3.0,237500.0,237500.0,2021,35.0,1.0
2228,Mr,Male,Married,2021-10-21,2022-02-28,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1974,9.941267605633804,0.0037558685446009,,,,,45957.954000000005,0.0,2021,48.0,1.0
2229,Mr,Male,Married,2021-10-11,2021-10-24,Inactive,Staff,Contarct Basis,Buddhist,Site Engineer,1981,10.392,0.0,,,,,70000.0,70000.0,2021,40.0,0.0
2230,Mr,Male,Married,2021-10-22,2022-05-05,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1974,9.535769230769231,0.0,,,,,29250.0,0.0,2021,48.0,1.0
2231,Mr,Male,Single,2021-10-22,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,9.48020202020202,0.1432659932659932,,,,,25071.42857142857,0.0,2021,24.0,1.0
2233,Mr,Male,Married,2021-10-18,2022-08-31,Inactive,Staff,Contarct Basis,Buddhist,Driver,1964,11.81693023255814,3.7745736434108528,,,,,43727.27272727273,35000.0,2021,58.0,1.0
2236,Mr,Male,Married,2021-10-25,2021-11-14,Inactive,Staff,Contarct Basis,Buddhist,Assistant Manager Procurement,1983,8.578125,25.263541666666665,,,,,85000.0,85000.0,2021,38.0,0.0
2238,Mr,Male,Single,2021-10-25,,Active,Staff,Contarct Basis,Buddhist,Site Engineer,1995,9.74920489296636,7.645361875637105,,,,,78666.66666666667,78666.66666666667,2021,,
2246,Mr,Male,Married,2021-10-05,2022-04-28,Inactive,Labour,Contarct Basis,Buddhist,Surveyor Helper,1958,8.885864661654136,0.0,,,,,18214.285714285717,0.0,2021,64.0,1.0
2247,Mr,Male,Married,2021-10-01,2022-03-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,10.8972,0.0,,,,,23230.594,0.0,2021,24.0,1.0
2250,Mr,Male,Married,2021-10-25,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,,,,,,,,,2021,49.0,0.0
2254,Mr,Male,Married,2021-10-01,2022-06-24,Inactive,Labour,Contarct Basis,Buddhist,Cook,1976,10.525052083333334,0.0,,,,,28163.33333333333,0.0,2021,46.0,1.0
2255,Mr,Male,Single,2021-10-15,2022-02-25,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1983,9.65237113402062,0.0163230240549828,,,,,48670.514,0.0,2021,39.0,1.0
2256,Mr,Male,Single,2021-10-19,2021-11-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2003,10.618,0.0,,,,,10400.0,0.0,2021,18.0,0.0
2257,Mr,Male,Single,2021-10-19,2022-03-18,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2002,9.52013698630137,12.944520547945206,,,,,15678.333333333334,0.0,2021,20.0,1.0
2258,Mr,Male,Married,2021-10-27,2021-10-31,Inactive,Labour,Contarct Basis,Buddhist,Bar Bender,1981,9.564,0.29,,,,,12564.69,0.0,2021,40.0,0.0
2259,Mr,Male,Married,2021-10-25,2022-04-25,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1986,12.52640625,0.0,,,,,21678.0,0.0,2021,36.0,1.0
2260,Mr,Male,Married,2021-10-25,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,12.268695652173914,0.7097826086956524,,,,,18490.0,0.0,2021,46.0,1.0
2262,Mr,Male,Married,2021-10-25,2022-04-25,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1997,12.521166666666666,0.3811111111111111,,,,,25550.0,0.0,2021,25.0,1.0
2263,Mr,Male,Married,2021-10-25,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,12.277407407407408,1.4524691358024693,,,,,22690.0,0.0,2021,47.0,1.0
2264,Mr,Male,Married,2021-10-25,2022-04-07,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1974,12.3859375,11.392708333333331,,,,,33260.0,0.0,2021,48.0,1.0
2265,Mr,Male,Married,2021-10-25,2022-04-06,Inactive,Labour,Contarct Basis,Catholic,Unskilled Labor,1964,12.153050847457626,0.4141242937853107,,,,,24282.5,0.0,2021,58.0,1.0
2267,Mr,Male,Married,2021-10-16,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1951,12.38026442307692,2.2590945512820517,,,,,54266.66666666666,0.0,2021,,
2268,Mr,Male,Single,2021-10-27,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.618683473389355,9.06470588235294,,,,,48533.333333333336,0.0,2021,,
2275,Mr,Male,Married,2021-10-02,2022-01-13,Inactive,Labour,Contarct Basis,Buddhist,Caretaker,1953,73.14285714285714,0.0,,,,,31200.0,0.0,2021,69.0,1.0
2276,Mr,Male,Married,2021-11-01,2022-05-09,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1959,9.448703703703703,0.2080246913580247,,,,,46000.0,0.0,2021,63.0,1.0
2277,Ms,Female,Single,2021-11-01,2022-03-31,Inactive,Staff,Contarct Basis,Buddhist,Data Entry Operator,2001,8.265267857142858,2.4282738095238097,,,,,20000.0,0.0,2021,21.0,1.0
2278,Mr,Male,Married,2021-11-01,2022-03-12,Inactive,Staff,Contarct Basis,Buddhist,Trainee Engineer,1996,9.44570093457944,36.4619937694704,,,,,45000.0,0.0,2021,26.0,1.0
2279,Mr,Male,Married,2021-10-26,,Active,Labour,Contarct Basis,Hindu,Unskilled Labor,1982,10.828072289156626,0.0700803212851405,,,,,36110.0,0.0,2021,,
2291,Mr,Male,Married,2021-11-05,2022-01-27,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.001851851851852,2.1574074074074074,,,,,0.0,0.0,2021,46.0,1.0
2296,Mr,Male,Married,2021-11-09,2022-03-29,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,9.519642857142856,0.0,,,,,29700.0,0.0,2021,32.0,1.0
2297,Mr,Male,Married,2021-11-08,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,10.312809917355372,0.0,,,,,36300.0,0.0,2021,53.0,1.0
2299,Mr,Male,Married,2021-11-09,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1960,9.648924731182795,0.0,,,,,33480.0,0.0,2021,62.0,1.0
2300,Mr,Male,Married,2021-11-04,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1952,10.447128712871288,0.1115511551155115,,,,,23385.0,0.0,2021,70.0,1.0
2301,Mr,Male,Married,2021-11-04,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,9.298461538461538,0.0,,,,,8325.0,0.0,2021,40.0,0.0
2302,Mr,Male,Married,2021-11-04,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,10.089354838709676,0.0790322580645161,,,,,28456.666666666668,0.0,2021,31.0,1.0
2310,Mr,Male,Single,2021-11-10,2022-04-20,Inactive,Labour,Contarct Basis,Buddhist,Surveyor Helper,1997,8.656391752577319,0.4945017182130584,,,,,15083.333333333334,0.0,2021,25.0,1.0
2314,Mr,Male,Married,2021-11-11,2021-11-18,Inactive,Staff,Contarct Basis,Buddhist,Driver,1992,9.418333333333331,143.92777777777778,,,,,0.0,0.0,2021,29.0,0.0
2320,Mr,Male,Married,2021-11-16,2022-02-09,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1990,8.327142857142857,6.454761904761904,,,,,5625.0,0.0,2021,32.0,1.0
2321,Mr,Male,Married,2021-11-16,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1992,9.439473684210526,0.6362573099415204,,,,,25223.33333333333,0.0,2021,30.0,1.0
2322,Mr,Male,Married,2021-11-15,2022-02-20,Inactive,Labour,Contarct Basis,Buddhist,Pipe Fitter,2000,9.907088607594936,0.0,,,,,43554.7175,0.0,2021,22.0,1.0
2324,Mr,Male,Married,2021-11-20,2022-02-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.231463414634147,0.0,,,,,18000.0,0.0,2021,26.0,1.0
2325,Ms,Female,Single,2021-11-15,,Active,Staff,Contarct Basis,Buddhist,Draughtsman,1993,8.389129032258065,6.532795698924732,,,,,40000.0,40000.0,2021,,
2327,Mr,Male,Married,2021-11-23,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,9.737625,0.1514583333333333,,,,,28800.0,0.0,2021,49.0,1.0
2328,Mr,Male,Single,2021-11-22,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,9.852857142857143,3.983333333333334,,,,,5250.0,0.0,2021,27.0,0.0
2329,Mr,Male,Single,2021-11-22,2022-12-21,Inactive,Staff,Contarct Basis,Buddhist,Mechanical Engineer,1995,9.42558359621451,30.36535226077813,,,,,95000.0,95000.0,2021,27.0,1.0
2330,Mr,Male,Married,2021-11-15,2022-06-03,Inactive,Staff,Contarct Basis,Buddhist,Sociologist,1962,8.947564102564103,15.817307692307692,,,,,64125.0,60000.0,2021,60.0,1.0
2331,Mr,Male,Married,2021-11-24,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1987,9.519411764705882,0.1737254901960784,,,,,30240.0,0.0,2021,35.0,1.0
2332,Ms,Female,Married,2021-11-10,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1972,9.585333333333333,0.0248677248677248,,,,,32410.714285714286,0.0,2021,,
2333,Mr,Male,Married,2021-11-26,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,9.420666666666667,0.7211111111111111,,,,,27000.0,0.0,2021,39.0,0.0
2334,Mr,Male,Married,2021-11-26,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,9.762061855670105,0.0902061855670103,,,,,29100.0,0.0,2021,49.0,1.0
2337,Mr,Male,Married,2021-11-29,2022-02-15,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,9.67,0.2241071428571428,,,,,25200.0,0.0,2021,24.0,1.0
2339,Mr,Male,Single,2021-11-29,,Active,Staff,Contarct Basis,Buddhist,Quantity Surveyor,1993,9.603983050847456,17.537005649717514,,,,,110000.0,110000.0,2021,,
2341,Mr,Male,Married,2021-11-29,2022-04-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.26940594059406,1.5019801980198018,,,,,26328.0,0.0,2021,46.0,1.0
2342,Mr,Male,Married,2021-12-01,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Mason,1976,9.827741935483871,0.1317204301075268,,,,,46500.0,0.0,2021,46.0,1.0
2343,Mr,Male,Married,2021-12-02,2022-03-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,9.706923076923076,0.0,,,,,29250.0,0.0,2021,27.0,1.0
2346,Ms,Female,Single,2021-12-01,2022-04-09,Inactive,Staff,Contarct Basis,Buddhist,Account Executive,1993,9.769176470588237,14.057843137254904,10.0,3.0,2.0,11.0,60000.0,60000.0,2021,29.0,1.0
2348,Mr,Male,Married,2021-12-03,2022-02-28,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1996,9.75159420289855,4.5830917874396135,,,,,33726.666666666664,0.0,2021,26.0,1.0
2350,Mr,Male,Single,2021-12-06,2021-12-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1998,4.935,0.0,,,,,1390.0,0.0,2021,23.0,0.0
2360,Mr,Male,Married,2021-12-09,2022-02-27,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1985,9.91,0.0713615023474178,,,,,34860.0,0.0,2021,37.0,1.0
2361,Mr,Male,Single,2021-12-09,2022-02-27,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001,9.786666666666669,0.2806763285024155,,,,,33470.0,0.0,2021,21.0,1.0
2364,Mr,Male,Single,2021-12-10,2022-02-26,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,2001,9.744776119402983,4.290547263681592,,,,,32706.666666666668,0.0,2021,21.0,1.0
2368,Mr,Male,Married,2021-12-11,,Active,Labour,Contarct Basis,Buddhist,Labour,1991,9.28029702970297,3.5625412541254127,,,,,0.0,0.0,2021,,
2369,Ms,Female,Single,2021-12-11,2022-03-17,Inactive,Labour,Contarct Basis,Hindu,Lab Helper,1995,12.469285714285714,0.5593253968253968,,,,,39255.0,0.0,2021,27.0,1.0
2370,Mr,Male,Single,2021-12-12,2022-11-16,Inactive,Labour,Contarct Basis,Buddhist,Bobcat Operator,1996,11.38950331125828,6.405629139072848,,,,,57292.22833333333,0.0,2021,26.0,1.0
2372,Mr,Male,Single,2021-12-14,2022-03-31,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.543896103896104,0.4653679653679654,,,,,34650.0,0.0,2021,26.0,1.0
2376,Mr,Male,Married,2021-12-15,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1970,12.302834645669291,4.712270341207349,,,,,64141.02615384615,55000.0,2021,,
2379,Mr,Male,Married,2021-12-16,2022-02-12,Inactive,Labour,Contarct Basis,Buddhist,Technical Officer,1989,9.768222222222224,11.49222222222222,,,,,52830.0,45000.0,2021,33.0,1.0
2380,Mr,Male,Single,2021-12-17,2022-05-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2006,9.811414141414142,0.0451178451178451,,,,,24500.0,0.0,2021,16.0,1.0
2381,Mr,Male,Married,2021-12-13,2022-04-11,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,9.669090909090908,2.3563636363636364,,,,,15750.0,0.0,2021,51.0,1.0
2382,Mr,Male,Married,2021-12-15,2022-05-31,Inactive,Labour,Contarct Basis,Buddhist,Operator - JCB,2000,9.487078651685394,0.0,,,,,37151.845,0.0,2021,22.0,1.0
2383,Mr,Male,Married,2021-12-13,2022-03-14,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1982,10.182692307692308,0.0,,,,,19620.0,0.0,2021,40.0,1.0
2384,Mr,Male,Married,2021-12-20,,Active,Staff,Contarct Basis,Buddhist,Store Keeper,1964,9.376064981949458,8.623766546329723,11.0,3.0,7.0,7.0,59124.99923076923,42500.0,2021,,
2386,Mr,Male,Married,2021-12-15,2022-04-05,Inactive,Labour,Contarct Basis,Buddhist,Skilled Labor,1993,11.551136363636363,0.0,,,,,45409.162,0.0,2021,29.0,1.0
2387,Mr,Male,Single,2021-12-18,2022-11-30,Inactive,Labour,Contarct Basis,Buddhist,Semi Skilled Labor,1991,12.173534743202415,0.0,,,,,55005.833333333336,0.0,2021,31.0,1.0
2388,Mr,Male,Single,2021-12-17,2021-12-31,Inactive,Labour,Contarct Basis,Hindu,Semi Skilled Labor,2000,6.288571428571428,262.4714285714286,,,,,13180.0,0.0,2021,21.0,0.0
2389,Mr,Male,Single,2021-12-20,2022-03-12,Inactive,Staff,Contarct Basis,Buddhist,Trainee Engineer,1999,9.094821428571429,14.029761904761903,,,,,15000.0,0.0,2021,23.0,1.0
2393,Mr,Male,Single,2021-12-23,,Active,Staff,Contarct Basis,Buddhist,Supervisor,1998,9.39255319148936,21.62127659574468,,,,,41500.0,41500.0,2021,,
2394,Mr,Male,Married,2021-12-20,2022-02-24,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1966,10.60108695652174,0.0,,,,,38333.333333333336,0.0,2021,56.0,1.0
2396,Mr,Male,Single,2021-12-23,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1989,9.42080985915493,0.0,,,,,33830.769230769234,0.0,2021,,
2397,Mr,Male,Single,2021-12-20,2022-03-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,10.403170731707316,0.0,,,,,16440.0,0.0,2021,52.0,1.0
2398,Mr,Male,Single,2021-12-01,2022-03-02,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1996,10.597391304347829,0.0,,,,,30245.96,0.0,2021,26.0,1.0
2399,Mr,Male,Single,2021-12-27,,Active,Labour,Contarct Basis,Muslim,Unskilled Labor,1996,9.350909090909092,2.271212121212121,,,,,7140.0,0.0,2021,,
2401,Mr,Male,Married,2021-12-27,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,10.226,0.8,,,,,,,2021,,
2404,Mr,Male,Married,2022-01-03,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Mason,1965,9.64,0.0,,,,,42500.0,0.0,2022,57.0,0.0
2406,Mr,Male,Married,2021-12-07,,Active,Staff,Contarct Basis,Buddhist,Surveyor,1979,9.74876582278481,7.260706751054852,,,,,133461.53846153847,115000.0,2021,,
2408,Mr,Male,Married,2022-01-04,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1969,9.642727272727273,0.0,,,,,39600.0,0.0,2022,53.0,0.0
2410,Mr,Male,Married,2021-12-20,,Active,Labour,Contarct Basis,Buddhist,Welder,1974,10.952928348909657,0.0,,,,,62649.64538461539,0.0,2021,,
2411,Mr,Male,Single,2022-01-03,,Active,Labour,Contarct Basis,Buddhist,Fitter,1996,10.506666666666666,0.0,,,,,12000.0,0.0,2022,,
2427,Mr,Male,Single,2022-01-03,,Active,Staff,Contarct Basis,Buddhist,Site Engineer,1993,10.48463687150838,21.31806331471136,,,,,100000.0,100000.0,2022,,
2428,Mr,Male,Married,2022-01-01,,Active,Staff,Contarct Basis,Buddhist,Material Engineer,1983,9.671654676258992,9.49136690647482,,,,,125833.33333333331,105000.0,2022,,
2430,Mr,Male,Single,2022-01-01,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1996,10.430486891385767,75.41186017478152,,,,,64458.333333333336,52000.0,2022,,
2431,Mr,Male,Single,2022-01-06,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1995,11.17,4.461896551724137,,,,,39000.0,0.0,2022,,
2432,Mr,Male,Married,2022-01-01,,Active,Labour,Contarct Basis,Buddhist,Security,1970,12.57766016713092,3.4898792943361188,,,,,34200.0,0.0,2022,,
2433,Ms,Female,Single,2022-01-06,2022-05-03,Inactive,Labour,Contarct Basis,Buddhist,Data Colector,1998,8.433116883116883,1.3766233766233766,,,,,14100.0,0.0,2022,24.0,0.0
2435,Mr,Male,Married,2022-01-06,2022-06-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1976,9.998932038834951,0.23042071197411,,,,,22748.571428571428,0.0,2022,46.0,0.0
2437,Mr,Male,Married,2022-01-06,,Active,Labour,Contarct Basis,Buddhist,Fitter,1961,10.0,0.0,,,,,6194.07,0.0,2022,,
2441,Mr,Male,Married,2022-01-10,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,9.23,0.0,,,,,13380.0,0.0,2022,,
2446,Mr,Male,Single,2022-01-11,2022-07-26,Inactive,Staff,Contarct Basis,Buddhist,Data Entry Operator,1999,8.266821705426358,11.231912144702845,2.0,0.0,0.0,2.0,20000.0,0.0,2022,23.0,0.0
2447,Mr,Male,Married,2022-01-13,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1988,0.0,0.0,,,,,,,2022,,
2451,Mr,Male,Single,2022-01-11,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.693983739837398,1.6913279132791328,,,,,37720.0,0.0,2022,,
2452,Mr,Male,Single,2022-01-13,2022-02-20,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,10.248974358974358,0.0,,,,,36480.0,0.0,2022,21.0,0.0
2453,Mr,Male,Single,2022-01-03,,Active,Labour,Contarct Basis,Buddhist,Surveyor Helper,1999,9.84329931972789,3.24155328798186,,,,,46730.375,0.0,2022,,
2454,Mr,Male,Married,2022-01-01,,Active,Labour,Contarct Basis,Buddhist,Lab Assistant,1990,10.1966875,3.400416666666666,,,,,44730.375,0.0,2022,,
2455,Mr,Male,Single,2022-01-01,,Active,Labour,Contarct Basis,Buddhist,Lab Assistant,1989,11.49521472392638,2.818558282208589,,,,,48574.875,0.0,2022,,
2457,Mr,Male,Single,2022-01-18,2022-02-12,Inactive,Labour,Contarct Basis,Buddhist,Helper,2002,10.595,1.15,,,,,0.0,0.0,2022,20.0,0.0
2459,Mr,Male,Married,2022-01-21,2022-04-10,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1971,9.59,0.0,,,,,23850.0,0.0,2022,51.0,0.0
2460,Mr,Male,Married,2022-01-05,2022-02-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1963,10.082105263157894,0.0,,,,,14250.0,0.0,2022,59.0,0.0
2461,Mr,Male,Married,2022-01-01,,Active,Staff,Contarct Basis,Buddhist,Technical Officer,1986,8.59668016194332,19.35087719298246,,,,,66899.99923076923,55000.0,2022,,
2462,Mr,Male,Single,2022-01-24,2022-03-30,Inactive,Labour,Contarct Basis,Buddhist,Driver - cab,1996,10.364313725490195,0.0212418300653594,,,,,30300.0,0.0,2022,26.0,0.0
2466,Mr,Male,Married,2022-01-21,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1962,9.740095238095238,5.168571428571429,,,,,13340.76923076923,0.0,2022,,
2467,Mr,Male,Single,2022-01-11,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.946379310344827,0.0212643678160919,,,,,,,2022,,
2468,Mr,Male,Single,2022-01-25,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,12.290804953560372,0.1857585139318885,,,,,59597.5,0.0,2022,,
2469,Mr,Male,Married,2022-01-25,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,10.367111111111113,0.0,,,,,20025.0,0.0,2022,49.0,0.0
2470,Mr,Male,Married,2022-01-25,2022-02-26,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1981,10.254615384615384,0.0,,,,,9750.0,0.0,2022,41.0,0.0
2473,Mr,Male,Married,2022-01-24,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1958,9.851666666666668,0.0978174603174603,,,,,20653.846153846152,0.0,2022,,
2474,Mr,Male,Married,2022-01-25,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1975,9.974242424242425,0.1772727272727272,,,,,12982.5,0.0,2022,47.0,0.0
2476,Mr,Male,Married,2022-01-10,2022-03-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1990,10.284864864864865,0.5468468468468469,,,,,20080.0,0.0,2022,32.0,0.0
2477,Mr,Male,Married,2022-01-27,,Active,Labour,Contarct Basis,Buddhist,Unskilled Labor,1985,11.54114478114478,3.285297418630752,,,,,27966.666666666668,0.0,2022,,
2478,Mr,Male,Married,2022-01-14,,Active,Labour,Contarct Basis,Buddhist,Security,1955,16.80050295857988,1.8267751479289944,,,,,50625.0,0.0,2022,,
2480,Mr,Male,Married,2022-01-31,2022-04-17,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1994,10.277014925373134,5.114925373134328,,,,,24185.0,0.0,2022,28.0,0.0
2481,Mr,Male,Married,2022-01-29,2022-04-08,Inactive,Labour,Contarct Basis,Buddhist,Mechanic,1990,9.841666666666669,1.6437499999999998,,,,,12429.245,0.0,2022,32.0,0.0
2482,Mr,Male,Single,2022-01-25,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Fitter,1999,9.78984126984127,0.0,,,,,24127.5,0.0,2022,23.0,0.0
2483,Mr,Male,Married,2022-01-29,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1970,9.757843137254902,0.0,,,,,19522.5,0.0,2022,52.0,0.0
2484,Ms,Female,Married,2022-01-01,,Active,Labour,Contarct Basis,Buddhist,Data Coordinator,1998,9.16622009569378,1.1862041467304625,,,,,25557.69230769231,0.0,2022,,
2485,Ms,Female,Single,2022-01-04,,Active,Labour,Contarct Basis,Buddhist,Data Coordinator,1996,9.161434977578477,0.407473841554559,,,,,27057.69230769231,0.0,2022,,
2486,Mr,Male,Single,2022-01-19,2022-04-28,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,2001,9.05,3.568421052631579,,,,,27187.5,0.0,2022,21.0,0.0
2487,Mr,Male,Married,2022-02-01,2022-04-02,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1964,10.063125,0.1305555555555555,,,,,28800.0,0.0,2022,58.0,0.0
2488,Mr,Male,Single,2022-02-01,2022-02-03,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1996,9.976666666666668,0.0,,,,,4500.0,0.0,2022,26.0,0.0
2489,Mr,Male,Married,2022-01-03,2022-05-11,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1991,9.927857142857144,0.0,,,,,25824.0,0.0,2022,31.0,0.0
2490,Mr,Male,Single,2022-02-01,2022-02-10,Inactive,Labour,Contarct Basis,Hindu,Mason,2001,11.0,0.0,,,,,18400.0,0.0,2022,21.0,0.0
2491,Mr,Male,Single,2022-02-02,,Active,Labour,Contarct Basis,Hindu,Unskilled Labor,1994,11.136205533596838,2.8930171277997365,,,,,36440.90909090909,0.0,2022,,
2493,Mr,Male,Single,2022-02-03,2022-02-03,Inactive,Labour,Contarct Basis,Buddhist,Mason,1997,9.58,0.0,,,,,2500.0,0.0,2022,25.0,0.0
2495,Mr,Male,Married,2022-02-08,2022-04-01,Inactive,Labour,Contarct Basis,Buddhist,Unskilled Labor,1973,12.31315789473684,0.0,,,,,20926.666666666668,0.0,2022,49.0,0.0
2496,Mr,Male,Married,2022-02-01,2022-04-09,Inactive,Labour,Contarct Basis,Buddhist,Carpenter,1973,10.710338983050846,0.0,,,,,47529.83,0.0,2022,49.0,0.0
